ID,school,lat,lon,city,ndvi_mean,nlcd_canopy_mean,nlcd_high_canopy_frac
43693696046122,Ben Painter Elementary,37.37495,-121.84331,San Jose,0.13737710064672115,0.0,0.0
43693696046213,Linda Vista Elementary,37.376934,-121.82372,San Jose,0.25454467485458954,4.095640293131288,0.28990187554341074
43693696046221,Lyndale Elementary,37.359746,-121.82492,San Jose,0.21209719006831745,0.43462063827145164,0.018129889482180552
43693696046247,Aptitud Community Academy at Goss,37.34995,-121.8314,San Jose,0.20535355152764073,0.8440332795231592,0.07165031665217932
43693696046254,Millard McCollam Elementary,37.380472,-121.83312,San Jose,0.21933831958239114,0.0,0.0
43693696046270,O. S. Hubbard Elementary,37.330237,-121.83946,San Jose,0.24966818675047814,1.893487447178722,0.15113099676858066
43693696046304,San Antonio Elementary,37.350025,-121.85234,San Jose,0.19491755431797606,2.361818407651224,0.20668239970190042
43693696046320,Thomas P. Ryan Elementary,37.350062,-121.82257,San Jose,0.22099842236052203,1.1121739130434782,0.10360248447204969
43693696046338,William Sheppard Middle,37.37451,-121.843,San Jose,0.11293484620280644,0.0,0.0
43693696089270,Ocala Middle,37.340385,-121.82046,San Jose,0.11439031211251727,0.0,0.0
43693776046379,Noble Elementary,37.396302,-121.8391,San Jose,0.2684959881764147,3.356024844720497,0.2524223602484472
43693776046387,Northwood Elementary,37.40946,-121.88134,San Jose,0.27747479914452977,3.29355519682106,0.29914317645597904
43693776046395,Piedmont Middle,37.390727,-121.84264,San Jose,0.3520162761252553,5.884581935644178,0.33743322151820093
43693776067177,Ruskin Elementary,37.400282,-121.85589,San Jose,0.20966291821359478,1.922599080631134,0.15741085849173808
43693776068928,Morrill Middle,37.410219,-121.87111,San Jose,0.2576854069335907,3.510495590609862,0.26667494721152646
43693776093033,Sierramont Middle,37.403132,-121.85593,San Jose,0.2724704297778473,1.7789369100844508,0.15201192250372575
43693776093041,Vinci Park Elementary,37.380943,-121.87333,San Jose,0.2898196378089589,5.692947603675193,0.3081698534889496
43693776095335,Brooktree Elementary,37.398513,-121.88005,San Jose,0.2535496422569472,1.002733598409543,0.10027335984095427
43693776095343,Majestic Way Elementary,37.410648,-121.85723,San Jose,0.28829138150076916,1.0906832298136646,0.09987577639751553
43693776095350,Summerdale Elementary,37.389589,-121.85196,San Jose,0.25819600158679534,1.5996520874751494,0.15121769383697817
43693850133439,Steindorf STEAM K-8 Magnet,37.266653,-121.92053,San Jose,0.24869283470609535,0.7857675111773471,0.0673124689518132
43693856046411,Bagby Elementary,37.278715,-121.92193,San Jose,0.3830342711541259,9.03751086821513,0.5508632468016397
43693936046676,Rosemary,37.294331,-121.95694,Campbell,0.2660126041931308,1.4658963846440551,0.13417815877748787
43694014330239,Leigh High,37.24331,-121.92258,San Jose,0.28811051090124945,1.6422451260399848,0.14777101701229353
43694014330866,Branham High,37.254576,-121.89957,San Jose,0.16910963984545177,2.603527512110296,0.23313874052912678
43694014331955,Del Mar High,37.303262,-121.9303,San Jose,0.1764425033156577,2.9259719289529253,0.22630729101974909
43694014336137,Prospect High,37.292868,-122.00238,Saratoga,0.3191751437048582,12.894024102372965,0.6593365635482669
43694014338505,Westmont High,37.270126,-121.98595,Campbell,0.2558138148002194,3.0520238390861683,0.2010181276384405
43694190108126,Sam H. Lawson Middle,37.328413,-122.02677,Cupertino,0.30355370431232326,5.2804423459244525,0.3148608349900596
43694196046718,C. B. Eaton Elementary,37.315251,-122.02619,Cupertino,0.271659075783977,5.674282875946853,0.4630572457469266
43694196046742,Chester W. Nimitz Elementary,37.346742,-122.03575,Sunnyvale,0.3547115971310504,4.922627918529558,0.4068554396423248
43694196046759,L. P. Collins Elementary,37.318574,-122.02308,Cupertino,0.32066001903421976,8.038122438842667,0.6123183906618652
43694196046767,Cupertino Middle,37.340131,-122.05942,Sunnyvale,0.12544545416175587,0.4004721669980119,0.030442345924453284
43694196046775,D. J. Sedgwick Elementary,37.316097,-122.00876,Cupertino,0.2342286313473203,1.0424581005586593,0.10130353817504657
43694196046809,Dwight D. Eisenhower Elementary,37.329181,-121.98939,Santa Clara,0.388954894063087,12.973925999503354,0.4968959523218277
43694196046841,Garden Gate Elementary,37.329659,-122.04533,Cupertino,0.29932854900182737,4.007949323065458,0.3235622903987082
43694196046882,Joaquin Miller Middle,37.301254,-122.0121,San Jose,0.28007057806552205,2.734409937888199,0.20111801242236024
43694196046890,John F. Kennedy Middle,37.313232,-122.05052,Cupertino,0.3164805308525321,8.62572954178567,0.5073885508506147
43694196046908,John Muir Elementary,37.300409,-122.01946,San Jose,0.2690925613320381,3.0321779102994166,0.2236302646291465
43694196046932,Christa McAuliffe,37.292892,-122.00966,Saratoga,0.38159442335949983,4.274363749224086,0.3458721291123526
43694196046940,Abraham Lincoln Elementary,37.315469,-122.05336,Cupertino,0.2193015544676291,2.8648615078872184,0.19177741895416717
43694196046957,Louis E. Stocklmeir Elementary,37.344802,-122.02646,Sunnyvale,0.24657877304009906,2.891593195082578,0.24363591208245375
43694196046965,Manuel De Vargas Elementary,37.310596,-121.99102,San Jose,0.33663056365072014,6.0586262576077505,0.4565892435722269
43694196046981,Montclaire Elementary,37.343291,-122.08241,Los Altos,0.31558821500975404,9.733854942871337,0.6100347739692003
