ID,school,lat,lon,city,ndvi_mean,nlcd_canopy_mean,nlcd_high_canopy_frac
43693696046122,Ben Painter Elementary,37.37495,-121.84331,San Jose,0.19358602870984942,0.7743318689364819,0.06329397766794802
43693696046213,Linda Vista Elementary,37.376934,-121.82372,San Jose,0.3011501411404388,5.70786979621909,0.327550464719315
43693696046221,Lyndale Elementary,37.359746,-121.82492,San Jose,0.2350044538625825,2.1620429270971577,0.16341586197428035
43693696046247,Aptitud Community Academy at Goss,37.34995,-121.8314,San Jose,0.23779324832655777,2.415675883467421,0.1894478157005958
43693696046254,Millard McCollam Elementary,37.380472,-121.83312,San Jose,0.24307685394218811,2.8113691070006688,0.15800697412617495
43693696046270,O. S. Hubbard Elementary,37.330237,-121.83946,San Jose,0.2471577287960105,4.221745239195802,0.31848075312467117
43693696046304,San Antonio Elementary,37.350025,-121.85234,San Jose,0.25635321793132915,3.3165517998846763,0.25185113997272485
43693696046320,Thomas P. Ryan Elementary,37.350062,-121.82257,San Jose,0.2179209292972394,2.3433251110917896,0.1626447854361068
43693696046338,William Sheppard Middle,37.37451,-121.843,San Jose,0.19019707031481328,0.7648854333032828,0.06435138363254457
43693696089270,Ocala Middle,37.340385,-121.82046,San Jose,0.19401568688229445,0.9405912046974181,0.07846574188912736
43693776046379,Noble Elementary,37.396302,-121.8391,San Jose,0.2990997112881205,4.454307484612043,0.2871244536988309
43693776046387,Northwood Elementary,37.40946,-121.88134,San Jose,0.24903453402228948,3.2528430542525673,0.23451021668992972
43693776046395,Piedmont Middle,37.390727,-121.84264,San Jose,0.2941015132866762,2.739624472013875,0.1806204494803656
43693776067177,Ruskin Elementary,37.400282,-121.85589,San Jose,0.2864729648530313,1.5819799288862042,0.1354777300329942
43693776068928,Morrill Middle,37.410219,-121.87111,San Jose,0.3018334732200401,3.8839104708471925,0.2637092087259346
43693776093033,Sierramont Middle,37.403132,-121.85593,San Jose,0.27977461676733645,1.846084847375406,0.14744862935334765
43693776093041,Vinci Park Elementary,37.380943,-121.87333,San Jose,0.29533642859732867,4.672835523094314,0.27167680317778486
43693776095335,Brooktree Elementary,37.398513,-121.88005,San Jose,0.29275518494167047,4.391609959683506,0.2790029333565194
43693776095343,Majestic Way Elementary,37.410648,-121.85723,San Jose,0.3002291455588655,3.4022258934005745,0.2279618705924886
43693776095350,Summerdale Elementary,37.389589,-121.85196,San Jose,0.27395942386063876,2.3494103271688838,0.173570209280082
43693850133439,Steindorf STEAM K-8 Magnet,37.266653,-121.92053,San Jose,0.2581445589848862,4.665632393792533,0.344801863521745
43693856046411,Bagby Elementary,37.278715,-121.92193,San Jose,0.3642885863131826,10.885176354292044,0.6636751804273507
43694014330239,Leigh High,37.24331,-121.92258,San Jose,0.3229647574363942,4.150028373727759,0.29467489199677827
43694014330866,Branham High,37.254576,-121.89957,San Jose,0.25342778765267127,4.939094657739253,0.35137275003089213
43694014331955,Del Mar High,37.303262,-121.9303,San Jose,0.26401526944568227,3.868341326792121,0.2689692099289741
43694196046882,Joaquin Miller Middle,37.301254,-122.0121,San Jose,0.32760157938829,5.30446442873161,0.3649664767396629
43694196046908,John Muir Elementary,37.300409,-122.01946,San Jose,0.31855313212303393,6.315208735686886,0.44035404062130973
43694196046965,Manuel De Vargas Elementary,37.310596,-121.99102,San Jose,0.309196268718652,6.2394799346486005,0.4251456448416783
43694196047005,Nelson S. Dilworth Elementary,37.306291,-122.00688,San Jose,0.3486610746529754,9.723137262080737,0.5977373929677953
43694196047039,Murdock-Portal Elementary,37.30381,-121.99952,San Jose,0.35490462149922536,8.648189506828249,0.5026544136491782
43694274330015,Yerba Buena High,37.320791,-121.84831,San Jose,0.2980355139050638,6.257593300231104,0.33819646248541285
43694274330023,Santa Teresa High,37.235085,-121.8305,San Jose,0.2748008222244516,4.246795267842841,0.32640900665888656
43694274330031,Independence High,37.370953,-121.85602,San Jose,0.2776473435969153,2.374533206414293,0.1488293549095702
43694274330692,Evergreen Valley High,37.325201,-121.77866,San Jose,0.2651982604646718,2.7301940325828298,0.20816401244737323
43694274332995,Andrew P. Hill High,37.291923,-121.83173,San Jose,0.2511421978224755,3.5348356154353073,0.2429386029142563
