ID,school,city,cluster,ndvi_mean,nlcd_canopy_mean,nlcd_high_canopy_frac,percent_eligible_frpm_k12
43694506047229,Bridges Academy,San Jose,0,0.2445484623437406,3.0357955143488664,0.231018813009395,0.894
43694506047237,G. W. Hellyer Elementary,San Jose,0,0.2804907323619234,3.4344173020071582,0.2388178548220284,0.789
43694506047245,Jeanne R. Meadows Elementary,San Jose,0,0.2364188728089354,3.763746195913324,0.2472507608173352,0.8109999999999999
43694506047252,Santee Elementary,San Jose,0,0.2475463752759518,3.663273805709893,0.2735036476306419,0.899
43694506047260,Lairon College Preparatory Academy,San Jose,0,0.2440767678099097,4.052794888927535,0.3021518859894007,0.818
43694506047278,Sylvandale Middle,San Jose,0,0.2495470723375286,3.007473342181136,0.2123198022973776,0.745
43694506067201,Robert F. Kennedy Elementary,San Jose,0,0.2710272399743727,3.884850010296774,0.2343683499988557,0.903
43694506071542,Stonegate Elementary,San Jose,0,0.3171407078611223,5.477660572500743,0.2690707731734664,0.76
43694506105795,Windmill Springs Elementary,San Jose,0,0.242985653307488,2.2797025171624714,0.1796109839816933,0.747
43694506115943,"Shirakawa (George, Sr.) Elementary",San Jose,0,0.3243806891367073,8.73943326804445,0.3731031137308025,0.8270000000000001
43694684334421,Lynbrook High,San Jose,1,0.3214283974554819,5.45351785240305,0.3761452355455486,0.065
43695186047500,Springer Elementary,Mountain View,1,0.390409137942897,14.395665246461308,0.799508496062019,0.049
43695426047575,Luther Burbank Elementary,San Jose,0,0.2586019547394967,4.851830833794799,0.3657228372546418,0.6970000000000001
43695750129940,Latimer,San Jose,0,0.2991399035165134,6.364511685589675,0.4331836882256296,0.475
43695756047740,Country Lane Elementary,San Jose,1,0.3996876248348738,14.838393314783618,0.8127150911620412,0.3
43695756047765,Easterbrook Discovery,San Jose,1,0.3555185762136743,8.63548373810734,0.548515676125885,0.222
43695756047781,Moreland Middle,San Jose,0,0.2900739933475482,5.968739274289868,0.3874115057409717,0.3829999999999999
43695756047799,George C. Payne Elementary,San Jose,1,0.3142873340947906,7.896098190504957,0.524996110089056,0.314
