metric,n,min,max,mean
ndvi_mean,182,0.1562397521606057,0.5025439763800433,0.30723797156542204
nlcd_canopy_mean,182,0.7567284326332991,18.854825940315877,6.542161212463815
nlcd_high_canopy_frac,182,0.0575022996343467,0.8969416567132077,0.40245910666265095
percent_eligible_frpm_k12,182,0.047,0.917,0.4204945054945055
